193,193
194,194
193,193
190,190
190,190
190,190
0,201
0,211
0,212
0,206
193,193
196,196
196,196
190,190
193,193
201,201
201,201
195,195
194,194
194,194
192,192
191,191
191,191
195,0
206,0
209,0
209,0
190,190
197,197
197,197
195,195
193,193
190,190
199,199
200,200
199,199
190,190
203,0
211,0
212,0
197,0
196,196
196,196
196,196
195,195
194,194
194,194
191,191
190,190
0,198
0,218
0,204
190,190
193,193
194,194
192,192
192,192
192,192
0,209
0,212
0,204
197,197
199,199
199,199
198,198
198,198
197,197
0,209
0,218
0,220
0,220
0,218
0,200
300,328
0,212
0,200
192,192
198,198
198,198
197,197
197,197
197,197
197,197
197,197
196,196
0,215
0,222
0,223
0,222
327,0
257,161
332,0
329,0
255,0
330,0
255,0
255,0
251,151
255,0
200,0
332,0
255,0
255,0
249,149
255,0
3081,2987
252,150
-1887,2339
3085,2991
248,146
249,147
341,0
338,0
318,0
292,0
285,0
265,0
330,0
292,0
284,0
338,0
340,0
326,0
329,0
329,0
323,0
330,0
326,0
271,0
316,0
324,0
