195,195
195,195
190,190
190,190
195,195
190,190
190,190
194,194
190,190
0,206
0,214
191,191
192,192
190,190
191,191
192,192
190,190
190,190
200,200
198,198
198,198
197,197
196,196
196,196
196,196
190,190
191,191
197,197
198,195
190,190
190,200
193,193
200,192
191,191
191,191
0,0
200,190
190,200
190,200
192,192
190,190
190,190
0,218
218,0
218,0
218,200
195,195
195,195
195,195
195,195
195,195
192,192
195,0
206,0
198,0
190,190
190,190
190,190
193,193
190,190
190,190
190,190
190,190
190,190
190,190
0,200
190,190
190,190
193,193
193,193
192,192
192,192
191,191
0,206
0,0
0,0
203,0
190,190
190,190
190,190
190,190
192,192
190,190
190,190
190,190
190,190
193,193
194,194
190,190
190,190
190,190
192,192
196,196
195,195
190,190
190,190
0,201
0,203
0,204
190,190
190,190
190,190
190,190
190,190
190,190
191,191
190,190
190,190
190,190
190,190
195,195
196,196
196,196
196,196
195,195
190,190
190,190
200,0
190,190
190,190
190,190
201,0
190,190
190,190
190,190
190,190
190,190
190,190
191,191
190,190
190,190
190,190
190,190
192,192
212,0
212,0
212,0
212,0
190,190
190,190
190,190
190,190
190,190
195,0
190,190
198,198
197,197
196,196
194,194
192,192
190,190
190,190
195,195
218,194
190,190
190,190
209,0
190,190
190,190
195,195
195,195
192,192
190,190
190,190
195,195
195,195
192,192
193,193
193,193
191,191
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
208,0
212,0
212,0
214,0
217,0
220,0
218,0
214,0
209,0
0,0
0,0
192,192
192,192
192,192
203,0
209,0
203,0
209,0
209,0
190,190
190,190
212,0
195,195
195,195
195,195
203,0
190,190
190,190
190,190
190,190
190,190
193,193
193,193
190,190
190,190
190,190
190,190
190,190
190,190
190,190
190,190
190,190
192,192
192,192
191,191
198,0
214,0
190,190
200,200
199,199
198,198
197,197
197,197
196,196
195,195
201,0
214,0
212,0
190,190
192,192
0,195
190,190
195,195
199,199
198,198
198,198
197,197
0,200
0,198
190,190
190,190
196,196
200,200
199,199
198,198
197,197
197,197
197,197
196,196
0,211
0,222
190,190
196,196
193,193
191,191
190,190
190,190
191,191
194,194
194,194
194,194
0,200
0,200
0,229
0,226
190,190
190,190
190,190
198,198
190,190
192,192
190,190
196,196
197,197
196,196
195,195
0,0
0,0
198,198
198,198
197,197
0,0
0,0
0,215
0,225
0,223
0,223
0,220
190,190
190,190
190,190
190,190
190,190
193,193
194,194
194,194
193,193
191,191
191,191
190,190
190,190
190,190
190,190
190,190
190,190
190,190
190,190
190,190
190,190
190,190
190,190
190,190
190,190
194,194
195,195
192,192
192,192
193,193
192,192
190,190
214,0
223,0
200,0
190,190
197,197
197,197
194,194
195,195
193,193
190,190
195,195
194,194
193,193
192,192
0,200
0,211
196,196
196,196
196,196
196,196
196,196
196,196
0,206
196,196
196,196
190,190
196,196
196,196
0,197
196,196
196,196
196,196
0,197
196,196
196,196
195,195
195,195
194,194
194,194
194,194
190,210
190,210
0,206
180,210
190,190
190,190
191,191
193,193
193,193
194,194
193,193
193,193
194,194
193,193
193,193
193,193
192,192
0,203
0,209
0,195
190,190
193,193
0,211
0,195
0,211
0,195
190,190
199,199
190,190
199,199
190,190
199,199
0,222
0,201
190,190
199,217
194,214
194,214
190,190
190,190
196,214
0,203
0,206
193,193
198,198
193,193
198,198
197,197
0,0
0,0
0,203
0,0
195,0
195,0
0,0
197,197
201,201
200,200
200,200
199,199
0,209
0,201
193,193
190,190
193,193
190,190
193,193
190,190
193,193
190,190
193,193
190,190
193,193
190,190
193,193
190,190
193,193
190,190
193,193
190,190
193,193
190,190
193,193
190,190
193,193
190,190
193,193
190,190
193,193
190,190
193,193
190,190
193,193
190,190
201,201
202,202
201,201
202,202
201,201
201,201
200,200
198,198
198,198
201,201
202,202
199,199
199,199
195,195
201,201
202,202
0,195
0,228
0,254
198,198
200,200
198,198
197,197
198,198
200,200
198,198
197,197
197,197
205,196
205,194
205,194
205,194
195,219
192,224
193,223
209,0
229,0
209,0
229,0
191,191
191,191
194,194
194,194
193,193
192,192
192,192
192,192
193,193
192,192
192,192
193,193
192,192
190,190
190,190
190,190
198,0
231,0
232,0
190,190
190,190
191,191
201,201
200,200
198,198
197,197
197,197
229,211
236,0
197,197
238,206
241,201
240,202
197,197
191,191
197,197
197,197
197,197
213,213
206,206
205,205
204,204
204,204
202,202
197,197
197,197
211,211
210,210
209,209
210,180
210,0
210,0
210,0
210,0
215,0
229,0
229,0
228,0
208,0
196,196
196,196
