199,199
202,202
202,202
202,202
202,202
202,202
0,197
0,201
0,197
197,0
198,0
200,0
200,0
285,0
285,0
285,0
285,0
285,0
285,0
285,0
285,0
282,0
284,0
285,0
285,0
284,0
284,0
284,0
279,0
278,0
278,0
278,0
238,170
2940,2874
-1769,2279
282,0
2943,2877
-1770,2282
284,0
2947,2881
-1774,2284
284,0
2950,2884
-1777,2287
284,0
2954,2888
-1779,2289
284,0
2957,2891
-1782,2292
284,0
0,1296
284,0
284,0
282,0
251,0
248,0
248,0
248,0
282,0
282,0
282,0
292,0
312,0
323,0
327,0
332,0
338,0
306,0
292,0
288,0
251,0
217,0
212,0
215,0
278,0
282,0
282,0
284,0
302,0
321,0
323,0
323,0
323,0
323,0
323,0
323,0
323,0
282,0
285,0
274,0
232,0
228,0
229,0
239,0
268,0
281,0
284,0
285,0
309,0
351,0
363,0
365,0
366,0
365,0
365,0
365,0
365,0
363,0
287,0
287,0
287,0
287,0
287,0
284,0
284,0
282,0
281,0
281,0
282,0
282,0
282,0
279,0
281,0
281,0
282,0
282,0
288,0
292,0
