198,198
202,202
200,200
198,198
198,198
196,196
0,223
0,223
190,190
195,195
194,194
191,191
190,190
190,190
184,226
183,227
0,201
190,190
192,192
191,191
206,0
214,0
214,0
215,0
197,0
198,0
197,0
209,0
220,0
217,0
194,194
193,193
194,194
194,194
194,194
0,195
0,204
0,206
198,198
198,198
197,197
0,206
0,209
0,208
0,206
197,197
196,196
191,191
0,195
0,222
0,220
238,214
198,198
198,198
198,198
200,200
192,214
191,217
0,214
195,195
195,195
191,191
212,0
218,0
218,0
220,0
222,0
218,0
229,0
211,0
194,194
197,197
196,196
196,196
194,194
194,194
195,195
207,207
209,209
0,206
0,208
0,209
0,209
0,211
0,211
0,212
192,192
192,192
192,192
284,130
282,132
280,134
413,0
277,137
408,0
452,0
453,0
467,0
469,0
469,0
291,119
466,0
472,0
464,0
477,0
475,0
481,0
475,0
480,0
289,115
469,0
477,0
288,116
464,0
478,0
478,0
478,0
